"line_code","DAY_TYPE","station_code","is_peak","stations","AVG_RIDERS"
"EWL","WEEKENDS/HOLIDAY","EW1",1,"Pasir Ris",25359.5333333333
"EWL","WEEKENDS/HOLIDAY","EW10",0,"Kallang",10693.4666666667
"EWL","WEEKENDS/HOLIDAY","EW10",1,"Kallang",14251.4
"EWL","WEEKENDS/HOLIDAY","EW11",0,"Lavender",13997.9333333333
"EWL","WEEKENDS/HOLIDAY","EW11",1,"Lavender",16662.8
"EWL","WEEKENDS/HOLIDAY","EW12",0,"Bugis",26260.7277777778
"EWL","WEEKENDS/HOLIDAY","EW12",1,"Bugis",28893.0166666667
"EWL","WEEKENDS/HOLIDAY","EW14",0,"Raffles Place",8318.81111111111
"EWL","WEEKENDS/HOLIDAY","EW14",1,"Raffles Place",9378.55
"EWL","WEEKENDS/HOLIDAY","EW15",0,"Tanjong Pagar",13861.9666666667
"EWL","WEEKENDS/HOLIDAY","EW15",1,"Tanjong Pagar",15939.1
"EWL","WEEKENDS/HOLIDAY","EW16",0,"Outram Park",5318
"EWL","WEEKENDS/HOLIDAY","EW16",1,"Outram Park",6629.27777777778
"EWL","WEEKENDS/HOLIDAY","EW17",0,"Tiong Bahru",17835.0888888889
"EWL","WEEKENDS/HOLIDAY","EW17",1,"Tiong Bahru",20878.8333333333
"EWL","WEEKENDS/HOLIDAY","EW18",0,"Redhill",11430.8555555556
"EWL","WEEKENDS/HOLIDAY","EW18",1,"Redhill",14077.3333333333
"EWL","WEEKENDS/HOLIDAY","EW19",0,"Queenstown",10819.5
"EWL","WEEKENDS/HOLIDAY","EW19",1,"Queenstown",13513.0333333333
"EWL","WEEKENDS/HOLIDAY","EW2",0,"Tampines",19403.85
"EWL","WEEKENDS/HOLIDAY","EW2",1,"Tampines",24792.6
"EWL","WEEKENDS/HOLIDAY","EW20",0,"Commonwealth",8278.66666666667
"EWL","WEEKENDS/HOLIDAY","EW20",1,"Commonwealth",10411.3333333333
"EWL","WEEKENDS/HOLIDAY","EW21",0,"Buona Vista",6652.34444444444
"EWL","WEEKENDS/HOLIDAY","EW21",1,"Buona Vista",8107.78333333333
"EWL","WEEKENDS/HOLIDAY","EW22",0,"Dover",3850.33333333333
"EWL","WEEKENDS/HOLIDAY","EW22",1,"Dover",4978.56666666667
"EWL","WEEKENDS/HOLIDAY","EW23",0,"Clementi",32523.6333333333
"EWL","WEEKENDS/HOLIDAY","EW23",1,"Clementi",42869.9
"EWL","WEEKENDS/HOLIDAY","EW24",0,"Jurong East",26330.2444444444
"EWL","WEEKENDS/HOLIDAY","EW24",1,"Jurong East",35347.35
"EWL","WEEKENDS/HOLIDAY","EW25",0,"Chinese Garden",8328.62222222222
"EWL","WEEKENDS/HOLIDAY","EW25",1,"Chinese Garden",12117.4666666667
"EWL","WEEKENDS/HOLIDAY","EW26",0,"Lakeside",21755.7444444444
"EWL","WEEKENDS/HOLIDAY","EW26",1,"Lakeside",30094.5
"EWL","WEEKENDS/HOLIDAY","EW27",0,"Boon Lay",34475.4777777778
"EWL","WEEKENDS/HOLIDAY","EW27",1,"Boon Lay",48490.9
"EWL","WEEKENDS/HOLIDAY","EW28",0,"Pioneer",17726.3777777778
"EWL","WEEKENDS/HOLIDAY","EW28",1,"Pioneer",25657.5333333333
"EWL","WEEKENDS/HOLIDAY","EW29",0,"Joo Koon",7872.82222222222
"EWL","WEEKENDS/HOLIDAY","EW29",1,"Joo Koon",17451.7
"EWL","WEEKENDS/HOLIDAY","EW3",0,"Simei",11704.5777777778
"EWL","WEEKENDS/HOLIDAY","EW3",1,"Simei",14911.5666666667
"EWL","WEEKENDS/HOLIDAY","EW30",0,"Gul Circle",1710.4
"EWL","WEEKENDS/HOLIDAY","EW30",1,"Gul Circle",4304.66666666667
"EWL","WEEKENDS/HOLIDAY","EW31",0,"Tuas Crescent",2158.23333333333
"EWL","WEEKENDS/HOLIDAY","EW31",1,"Tuas Crescent",5386.7
"EWL","WEEKENDS/HOLIDAY","EW32",0,"Tuas West Road",3410.74444444444
"EWL","WEEKENDS/HOLIDAY","EW32",1,"Tuas West Road",7126.9
"EWL","WEEKENDS/HOLIDAY","EW33",0,"Tuas Link",3254.16666666667
"EWL","WEEKENDS/HOLIDAY","EW33",1,"Tuas Link",5862.33333333333
"EWL","WEEKENDS/HOLIDAY","EW4",0,"Tanah Merah",10816.6
"EWL","WEEKENDS/HOLIDAY","EW4",1,"Tanah Merah",14816.4333333333
"EWL","WEEKENDS/HOLIDAY","EW5",0,"Bedok",24651.7333333333
"EWL","WEEKENDS/HOLIDAY","EW5",1,"Bedok",31139.7
"EWL","WEEKENDS/HOLIDAY","EW6",0,"Kembangan",8084.75555555556
"EWL","WEEKENDS/HOLIDAY","EW6",1,"Kembangan",10855.8666666667
"EWL","WEEKENDS/HOLIDAY","EW7",0,"Eunos",11686
"EWL","WEEKENDS/HOLIDAY","EW7",1,"Eunos",15033.1666666667
"EWL","WEEKENDS/HOLIDAY","EW8",0,"Paya Lebar",21176.1277777778
"EWL","WEEKENDS/HOLIDAY","EW8",1,"Paya Lebar",25937.1833333333
"EWL","WEEKENDS/HOLIDAY","EW9",0,"Aljunied",18578.8666666667
"EWL","WEEKENDS/HOLIDAY","EW9",1,"Aljunied",25910.2333333333
"NEL","WEEKENDS/HOLIDAY","NE1",0,"HarbourFront",22205.7888888889
"NEL","WEEKENDS/HOLIDAY","NE1",1,"HarbourFront",27072.9666666667
"NEL","WEEKENDS/HOLIDAY","NE10",0,"Potong Pasir",10632.1333333333
"NEL","WEEKENDS/HOLIDAY","NE10",1,"Potong Pasir",13020.5
"NEL","WEEKENDS/HOLIDAY","NE11",0,"Woodleigh",9833.35555555556
"NEL","WEEKENDS/HOLIDAY","NE11",1,"Woodleigh",11951.1
"NEL","WEEKENDS/HOLIDAY","NE12",0,"Serangoon",22086.4333333333
"NEL","WEEKENDS/HOLIDAY","NE12",1,"Serangoon",27088.15
"NEL","WEEKENDS/HOLIDAY","NE13",0,"Kovan",17260.5333333333
"NEL","WEEKENDS/HOLIDAY","NE13",1,"Kovan",20538.9
"NEL","WEEKENDS/HOLIDAY","NE14",0,"Hougang",21785.1777777778
"NEL","WEEKENDS/HOLIDAY","NE14",1,"Hougang",26567.7333333333
"NEL","WEEKENDS/HOLIDAY","NE15",0,"Buangkok",15129.6333333333
"NEL","WEEKENDS/HOLIDAY","NE15",1,"Buangkok",18289.9
"NEL","WEEKENDS/HOLIDAY","NE16",0,"Sengkang",31954.9222222222
"NEL","WEEKENDS/HOLIDAY","NE16",1,"Sengkang",38899.9333333333
"NEL","WEEKENDS/HOLIDAY","NE17",0,"Punggol",32905.2
"NEL","WEEKENDS/HOLIDAY","NE17",1,"Punggol",40431.0333333333
"NEL","WEEKENDS/HOLIDAY","NE18",0,"Punggol Coast",3995.86666666667
"NEL","WEEKENDS/HOLIDAY","NE18",1,"Punggol Coast",5384.86666666667
"NEL","WEEKENDS/HOLIDAY","NE4",0,"Chinatown",23124.6833333333
"NEL","WEEKENDS/HOLIDAY","NE4",1,"Chinatown",26461.15
"NEL","WEEKENDS/HOLIDAY","NE5",0,"Clarke Quay",9709.7
"NEL","WEEKENDS/HOLIDAY","NE5",1,"Clarke Quay",11102.9333333333
"NEL","WEEKENDS/HOLIDAY","NE7",0,"Little India",15087.0944444444
"NEL","WEEKENDS/HOLIDAY","NE7",1,"Little India",18785.4666666667
"NEL","WEEKENDS/HOLIDAY","NE8",0,"Farrer Park",30008.0111111111
"NEL","WEEKENDS/HOLIDAY","NE8",1,"Farrer Park",41570.8333333333
"NEL","WEEKENDS/HOLIDAY","NE9",0,"Boon Keng",15392.4888888889
"NEL","WEEKENDS/HOLIDAY","NE9",1,"Boon Keng",19354.6333333333
"NSL","WEEKENDS/HOLIDAY","NS10",0,"Admiralty",26287.6222222222
"NSL","WEEKENDS/HOLIDAY","NS10",1,"Admiralty",33676.1
"NSL","WEEKENDS/HOLIDAY","NS11",0,"Sembawang",28865.1
"NSL","WEEKENDS/HOLIDAY","NS11",1,"Sembawang",36894.3333333333
"NSL","WEEKENDS/HOLIDAY","NS12",0,"Canberra",11683.1111111111
"NSL","WEEKENDS/HOLIDAY","NS12",1,"Canberra",15457.3
"NSL","WEEKENDS/HOLIDAY","NS13",0,"Yishun",38502.4444444444
"NSL","WEEKENDS/HOLIDAY","NS13",1,"Yishun",47276.7
"NSL","WEEKENDS/HOLIDAY","NS14",0,"Khatib",22943.4222222222
"NSL","WEEKENDS/HOLIDAY","NS14",1,"Khatib",28397.7333333333
"NSL","WEEKENDS/HOLIDAY","NS15",0,"Yio Chu Kang",9109.16666666667
"NSL","WEEKENDS/HOLIDAY","NS15",1,"Yio Chu Kang",12557.4666666667
"NSL","WEEKENDS/HOLIDAY","NS16",0,"Ang Mo Kio",32406.2333333333
"NSL","WEEKENDS/HOLIDAY","NS16",1,"Ang Mo Kio",40111.0666666667
"NSL","WEEKENDS/HOLIDAY","NS17",0,"Bishan",11331.2666666667
"NSL","WEEKENDS/HOLIDAY","NS17",1,"Bishan",13682.7833333333
"NSL","WEEKENDS/HOLIDAY","NS18",0,"Braddell",9904.51111111111
"NSL","WEEKENDS/HOLIDAY","NS18",1,"Braddell",11987.9
"NSL","WEEKENDS/HOLIDAY","NS19",0,"Toa Payoh",26709.0888888889
"NSL","WEEKENDS/HOLIDAY","NS19",1,"Toa Payoh",31279.8333333333
"NSL","WEEKENDS/HOLIDAY","NS2",0,"Bukit Batok",19110.3333333333
"NSL","WEEKENDS/HOLIDAY","NS2",1,"Bukit Batok",24737.7
"NSL","WEEKENDS/HOLIDAY","NS20",0,"Novena",22160
"NSL","WEEKENDS/HOLIDAY","NS20",1,"Novena",25553.7666666667
"NSL","WEEKENDS/HOLIDAY","NS21",0,"Newton",22254.5944444444
"NSL","WEEKENDS/HOLIDAY","NS21",1,"Newton",27103.35
"NSL","WEEKENDS/HOLIDAY","NS23",0,"Somerset",28899.1444444444
"NSL","WEEKENDS/HOLIDAY","NS23",1,"Somerset",34769.4666666667
"NSL","WEEKENDS/HOLIDAY","NS24",0,"Dhoby Ghaut",9345.05185185185
"NSL","WEEKENDS/HOLIDAY","NS24",1,"Dhoby Ghaut",10966.9222222222
"NSL","WEEKENDS/HOLIDAY","NS25",0,"City Hall",24100.3222222222
"NSL","WEEKENDS/HOLIDAY","NS25",1,"City Hall",28666.5
"NSL","WEEKENDS/HOLIDAY","NS27",0,"Marina Bay",1235.37777777778
"NSL","WEEKENDS/HOLIDAY","NS27",1,"Marina Bay",1512.1
"NSL","WEEKENDS/HOLIDAY","NS28",0,"Marina South Pier",3194.1
"NSL","WEEKENDS/HOLIDAY","NS28",1,"Marina South Pier",3572
"NSL","WEEKENDS/HOLIDAY","NS3",0,"Bukit Gombak",14176.7222222222
"NSL","WEEKENDS/HOLIDAY","NS3",1,"Bukit Gombak",17624.4333333333
"NSL","WEEKENDS/HOLIDAY","NS4",0,"Choa Chu Kang",26687.5222222222
"NSL","WEEKENDS/HOLIDAY","NS4",1,"Choa Chu Kang",34191.0333333333
"NSL","WEEKENDS/HOLIDAY","NS5",0,"Yew Tee",19957.4222222222
"NSL","WEEKENDS/HOLIDAY","NS5",1,"Yew Tee",25043.5
"NSL","WEEKENDS/HOLIDAY","NS7",0,"Kranji",22617.5555555556
"NSL","WEEKENDS/HOLIDAY","NS7",1,"Kranji",31245.7
"NSL","WEEKENDS/HOLIDAY","NS8",0,"Marsiling",12950.6888888889
"NSL","WEEKENDS/HOLIDAY","NS8",1,"Marsiling",17030.0666666667
"NSL","WEEKENDS/HOLIDAY","NS9",0,"Woodlands",21776.1277777778
"NSL","WEEKENDS/HOLIDAY","NS9",1,"Woodlands",27217.3666666667
"TEL","WEEKENDS/HOLIDAY","TE1",0,"Woodlands North",2609.37777777778
"TEL","WEEKENDS/HOLIDAY","TE1",1,"Woodlands North",4427.6
"TEL","WEEKENDS/HOLIDAY","TE11",0,"Stevens",2420.26666666667
"TEL","WEEKENDS/HOLIDAY","TE11",1,"Stevens",3116.13333333333
"TEL","WEEKENDS/HOLIDAY","TE12",0,"Napier",2630.36666666667
"TEL","WEEKENDS/HOLIDAY","TE12",1,"Napier",2870.13333333333
"TEL","WEEKENDS/HOLIDAY","TE13",0,"Orchard Boulevard",3012.05681818182
"TEL","WEEKENDS/HOLIDAY","TE13",1,"Orchard Boulevard",3498.6
"TEL","WEEKENDS/HOLIDAY","TE14",0,"Orchard",34187.1944444444
"TEL","WEEKENDS/HOLIDAY","TE14",1,"Orchard",39615.6666666667
"TEL","WEEKENDS/HOLIDAY","TE15",0,"Great World",6419.92134831461
"TEL","WEEKENDS/HOLIDAY","TE15",1,"Great World",7083.3
"TEL","WEEKENDS/HOLIDAY","TE16",0,"Havelock",5525.10227272727
"TEL","WEEKENDS/HOLIDAY","TE16",1,"Havelock",5841.76666666667
"TEL","WEEKENDS/HOLIDAY","TE18",0,"Maxwell",7937.78409090909
"TEL","WEEKENDS/HOLIDAY","TE18",1,"Maxwell",7946.16666666667
"TEL","WEEKENDS/HOLIDAY","TE19",0,"Shenton Way",2253.70786516854
"TEL","WEEKENDS/HOLIDAY","TE19",1,"Shenton Way",2561.8
"TEL","WEEKENDS/HOLIDAY","TE22",0,"Gardens by The Bay",4945.12359550562
"TEL","WEEKENDS/HOLIDAY","TE22",1,"Gardens by The Bay",7318
"TEL","WEEKENDS/HOLIDAY","TE23",0,"Tanjong Rhu",2103.88888888889
"TEL","WEEKENDS/HOLIDAY","TE23",1,"Tanjong Rhu",2397.6
"TEL","WEEKENDS/HOLIDAY","TE24",0,"Katong Park",1979.17777777778
"TEL","WEEKENDS/HOLIDAY","TE24",1,"Katong Park",2608.86666666667
"TEL","WEEKENDS/HOLIDAY","TE25",0,"Tanjong Katong",1952.51111111111
"TEL","WEEKENDS/HOLIDAY","TE25",1,"Tanjong Katong",2495.8
"TEL","WEEKENDS/HOLIDAY","TE26",0,"Marine Parade",9341.28888888889
"TEL","WEEKENDS/HOLIDAY","TE26",1,"Marine Parade",10366.2666666667
"TEL","WEEKENDS/HOLIDAY","TE27",0,"Marine Terrace",3948.88888888889
"TEL","WEEKENDS/HOLIDAY","TE27",1,"Marine Terrace",4727.53333333333
"TEL","WEEKENDS/HOLIDAY","TE28",0,"Siglap",2529.64444444444
"TEL","WEEKENDS/HOLIDAY","TE28",1,"Siglap",3186.13333333333
"TEL","WEEKENDS/HOLIDAY","TE29",0,"Bayshore",2259.91111111111
"TEL","WEEKENDS/HOLIDAY","TE29",1,"Bayshore",2890.46666666667
"TEL","WEEKENDS/HOLIDAY","TE3",0,"Woodlands South",5825.44444444444
"TEL","WEEKENDS/HOLIDAY","TE3",1,"Woodlands South",7324.26666666667
"TEL","WEEKENDS/HOLIDAY","TE4",0,"Springleaf",3222.85555555556
"TEL","WEEKENDS/HOLIDAY","TE4",1,"Springleaf",4574.4
"TEL","WEEKENDS/HOLIDAY","TE5",0,"Lentor",3081.52222222222
"TEL","WEEKENDS/HOLIDAY","TE5",1,"Lentor",4159.96666666667
"TEL","WEEKENDS/HOLIDAY","TE6",0,"Mayflower",7235.78651685393
"TEL","WEEKENDS/HOLIDAY","TE6",1,"Mayflower",8555.16666666667
"TEL","WEEKENDS/HOLIDAY","TE7",0,"Bright Hill",3857.96666666667
"TEL","WEEKENDS/HOLIDAY","TE7",1,"Bright Hill",4447.4
"TEL","WEEKENDS/HOLIDAY","TE8",0,"Upper Thomson",7364.51685393258
"TEL","WEEKENDS/HOLIDAY","TE8",1,"Upper Thomson",8625.23333333333
"CCL","WEEKDAY","CC1",0,"Dhoby Ghaut",17555.6222222222
"CCL","WEEKENDS/HOLIDAY","CC1",0,"Dhoby Ghaut",9345.05185185185
"CCL","WEEKDAY","CC1",1,"Dhoby Ghaut",32796.8777777778
"CCL","WEEKENDS/HOLIDAY","CC1",1,"Dhoby Ghaut",10966.9222222222
"CCL","WEEKDAY","CC13",0,"Serangoon",44494.7
"CCL","WEEKENDS/HOLIDAY","CC13",0,"Serangoon",22086.4333333333
"CCL","WEEKDAY","CC13",1,"Serangoon",102054.45
"CCL","WEEKENDS/HOLIDAY","CC13",1,"Serangoon",27088.15
"CCL","WEEKDAY","CC15",0,"Bishan",25764.8611111111
"CCL","WEEKENDS/HOLIDAY","CC15",0,"Bishan",11331.2666666667
"CCL","WEEKDAY","CC15",1,"Bishan",63998.55
"CCL","WEEKENDS/HOLIDAY","CC15",1,"Bishan",13682.7833333333
"CCL","WEEKDAY","CC22",0,"Buona Vista",18640.3166666667
"CCL","WEEKENDS/HOLIDAY","CC22",0,"Buona Vista",6652.34444444444
"CCL","WEEKDAY","CC22",1,"Buona Vista",55081.3
"CCL","WEEKENDS/HOLIDAY","CC22",1,"Buona Vista",8107.78333333333
"CCL","WEEKDAY","CC29",0,"HarbourFront",38483.3833333333
"CCL","WEEKENDS/HOLIDAY","CC29",0,"HarbourFront",22205.7888888889
"CCL","WEEKDAY","CC29",1,"HarbourFront",76053.85
"CCL","WEEKENDS/HOLIDAY","CC29",1,"HarbourFront",27072.9666666667
"CCL","WEEKDAY","CC9",0,"Paya Lebar",34628.6277777778
"CCL","WEEKENDS/HOLIDAY","CC9",0,"Paya Lebar",21176.1277777778
"CCL","WEEKDAY","CC9",1,"Paya Lebar",78395.1666666667
"CCL","WEEKENDS/HOLIDAY","CC9",1,"Paya Lebar",25937.1833333333
"CCL","WEEKDAY","CE2",0,"Marina Bay",2823.1962962963
"CCL","WEEKENDS/HOLIDAY","CE2",0,"Marina Bay",1235.37777777778
"CCL","WEEKDAY","CE2",1,"Marina Bay",7977.51111111111
"CCL","WEEKENDS/HOLIDAY","CE2",1,"Marina Bay",1512.1
"DTL","WEEKDAY","DT11",0,"Newton",44355.9388888889
"DTL","WEEKENDS/HOLIDAY","DT11",0,"Newton",22254.5944444444
"DTL","WEEKDAY","DT11",1,"Newton",99919.35
"DTL","WEEKENDS/HOLIDAY","DT11",1,"Newton",27103.35
"DTL","WEEKDAY","DT12",0,"Little India",22100.1777777778
"DTL","WEEKENDS/HOLIDAY","DT12",0,"Little India",15087.0944444444
"DTL","WEEKDAY","DT12",1,"Little India",41884.7666666667
"DTL","WEEKENDS/HOLIDAY","DT12",1,"Little India",18785.4666666667
"DTL","WEEKDAY","DT14",0,"Bugis",47015.4333333333
"DTL","WEEKENDS/HOLIDAY","DT14",0,"Bugis",26260.7277777778
"DTL","WEEKDAY","DT14",1,"Bugis",82716.0333333333
"DTL","WEEKENDS/HOLIDAY","DT14",1,"Bugis",28893.0166666667
"DTL","WEEKDAY","DT15",0,"Promenade",16554.4277777778
"DTL","WEEKENDS/HOLIDAY","DT15",0,"Promenade",7525.25555555556
"DTL","WEEKDAY","DT15",1,"Promenade",35300.5166666667
"DTL","WEEKENDS/HOLIDAY","DT15",1,"Promenade",9159.43333333333
"DTL","WEEKDAY","DT16",0,"Bayfront",30339.9388888889
"DTL","WEEKENDS/HOLIDAY","DT16",0,"Bayfront",22490.3555555556
"DTL","WEEKDAY","DT16",1,"Bayfront",40475.2333333333
"DTL","WEEKENDS/HOLIDAY","DT16",1,"Bayfront",27383.5833333333
"DTL","WEEKDAY","DT19",0,"Chinatown",45075.1333333333
"DTL","WEEKENDS/HOLIDAY","DT19",0,"Chinatown",23124.6833333333
"DTL","WEEKDAY","DT19",1,"Chinatown",70349.0166666667
"DTL","WEEKENDS/HOLIDAY","DT19",1,"Chinatown",26461.15
"DTL","WEEKDAY","DT26",0,"MacPherson",11579.2944444444
"DTL","WEEKENDS/HOLIDAY","DT26",0,"MacPherson",5314.63333333333
"DTL","WEEKDAY","DT26",1,"MacPherson",34232.3666666667
"DTL","WEEKENDS/HOLIDAY","DT26",1,"MacPherson",6581.61666666667
"DTL","WEEKDAY","DT32",0,"Tampines",40034.6888888889
"DTL","WEEKENDS/HOLIDAY","DT32",0,"Tampines",19403.85
"DTL","WEEKDAY","DT32",1,"Tampines",100649.116666667
"DTL","WEEKENDS/HOLIDAY","DT32",1,"Tampines",24792.6
"DTL","WEEKDAY","DT35",0,"Expo",10372.1
"DTL","WEEKENDS/HOLIDAY","DT35",0,"Expo",5079.64444444444
"DTL","WEEKDAY","DT35",1,"Expo",30169.6333333333
"DTL","WEEKENDS/HOLIDAY","DT35",1,"Expo",6921.51666666667
"DTL","WEEKDAY","DT9",0,"Botanic Gardens",5069.51666666667
"DTL","WEEKENDS/HOLIDAY","DT9",0,"Botanic Gardens",3030.38888888889
"DTL","WEEKDAY","DT9",1,"Botanic Gardens",10845.3833333333
"DTL","WEEKENDS/HOLIDAY","DT9",1,"Botanic Gardens",3538.83333333333
"EWL","WEEKDAY","EW13",0,"City Hall",36640.1111111111
"EWL","WEEKENDS/HOLIDAY","EW13",0,"City Hall",24100.3222222222
"EWL","WEEKDAY","EW13",1,"City Hall",65997.4666666667
"EWL","WEEKENDS/HOLIDAY","EW13",1,"City Hall",28666.5
"NEL","WEEKDAY","NE3",0,"Outram Park",17197.3777777778
"NEL","WEEKENDS/HOLIDAY","NE3",0,"Outram Park",5318
"NEL","WEEKDAY","NE3",1,"Outram Park",42898.0222222222
"NEL","WEEKENDS/HOLIDAY","NE3",1,"Outram Park",6629.27777777778
"NEL","WEEKDAY","NE6",0,"Dhoby Ghaut",17555.6222222222
"NEL","WEEKENDS/HOLIDAY","NE6",0,"Dhoby Ghaut",9345.05185185185
"NEL","WEEKDAY","NE6",1,"Dhoby Ghaut",32796.8777777778
"NEL","WEEKENDS/HOLIDAY","NE6",1,"Dhoby Ghaut",10966.9222222222
"NSL","WEEKDAY","NS1",0,"Jurong East",49127.2
"NSL","WEEKENDS/HOLIDAY","NS1",0,"Jurong East",26330.2444444444
"NSL","WEEKDAY","NS1",1,"Jurong East",135382.066666667
"NSL","WEEKENDS/HOLIDAY","NS1",1,"Jurong East",35347.35
"NSL","WEEKDAY","NS22",0,"Orchard",55501.5944444444
"NSL","WEEKENDS/HOLIDAY","NS22",0,"Orchard",34187.1944444444
"NSL","WEEKDAY","NS22",1,"Orchard",91457.7
"NSL","WEEKENDS/HOLIDAY","NS22",1,"Orchard",39615.6666666667
"NSL","WEEKDAY","NS26",0,"Raffles Place",42554.4833333333
"NSL","WEEKENDS/HOLIDAY","NS26",0,"Raffles Place",8318.81111111111
"NSL","WEEKDAY","NS26",1,"Raffles Place",115646.516666667
"NSL","WEEKENDS/HOLIDAY","NS26",1,"Raffles Place",9378.55
"TEL","WEEKDAY","TE17",0,"Outram Park",17197.3777777778
"TEL","WEEKENDS/HOLIDAY","TE17",0,"Outram Park",5318
"TEL","WEEKDAY","TE17",1,"Outram Park",42898.0222222222
"TEL","WEEKENDS/HOLIDAY","TE17",1,"Outram Park",6629.27777777778
"TEL","WEEKDAY","TE2",0,"Woodlands",45528.6055555556
"TEL","WEEKENDS/HOLIDAY","TE2",0,"Woodlands",21776.1277777778
"TEL","WEEKDAY","TE2",1,"Woodlands",108206.05
"TEL","WEEKENDS/HOLIDAY","TE2",1,"Woodlands",27217.3666666667
"TEL","WEEKDAY","TE20",0,"Marina Bay",2823.1962962963
"TEL","WEEKENDS/HOLIDAY","TE20",0,"Marina Bay",1235.37777777778
"TEL","WEEKDAY","TE20",1,"Marina Bay",7977.51111111111
"TEL","WEEKENDS/HOLIDAY","TE20",1,"Marina Bay",1512.1
"TEL","WEEKDAY","TE9",0,"Caldecott",5065.08333333333
"TEL","WEEKENDS/HOLIDAY","TE9",0,"Caldecott",1669.5
"TEL","WEEKDAY","TE9",1,"Caldecott",15417.1
"TEL","WEEKENDS/HOLIDAY","TE9",1,"Caldecott",2516.81666666667
"DTL","WEEKDAY","DT4",0,"Hume",15865.5944444444
"DTL","WEEKDAY","DT4",1,"Hume",40213.2333333333
"DTL","WEEKENDS/HOLIDAY","DT4",0,"Hume",8161.03333333333
"DTL","WEEKENDS/HOLIDAY","DT4",1,"Hume",10244.0833333333
